danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
0.81,0.435,-10.384,0.0351,0.305,0.000702,0.109,0.826,84.686,443VQIhCLNhVnQlQqHgIOM,198720
0.571,0.371,-9.799,0.0348,0.321,0.00022,0.0583,0.789,176.814,2hTRr2UxDJmHYXXgW89Mhx,217013
0.656,0.414,-11.143,0.0451,0.279,0.00919,0.221,0.566,85.461,5pcn42rKqM1RqI2VAERxwA,208120
0.767,0.225,-19.188,0.0359,0.601,0.106,0.108,0.733,81.156,04ZaKWF8eYEsVhO8mNxvhB,200387
0.806,0.395,-6.903,0.0516,0.552,0.000837,0.118,0.947,87.795,44Sqr0Wf8UIY4F4bHxRkmN,146672
0.748,0.602,-3.589,0.0421,0.405,0.00368,0.283,0.912,80.395,0bhm8fwHLh1OQlvL1ey71e,191883
0.872,0.456,-7.723,0.0659,0.61,0.273,0.081,0.638,78.199,1RU0noHNSNBBgZAarFLYvy,185893
0.847,0.373,-10.905,0.118,0.35,0.00183,0.277,0.601,77.487,5p0zSEdyC59aCOd7sFYjg4,159947
0.837,0.372,-14.901,0.0505,0.567,0.858,0.186,0.895,162.928,1Xh9pzwK8pUpDIXVC1AbR9,150869
0.761,0.614,-6.786,0.114,0.69,0.000896,0.0776,0.904,164.299,4v6iaARbqmHtyaiP7wazRr,165067
0.742,0.435,-9.162,0.124,0.42,7.32e-06,0.0924,0.625,83.355,2XTSni6joC6dtqry69nXwH,153213
0.593,0.367,-6.987,0.0428,0.162,0.878,0.202,0.905,170.846,0KHN2kDPcVdhMPV0RVHiRU,201213
0.627,0.447,-9.159,0.22,0.227,0.23,0.26,0.814,156.456,1PmPNcT7oxjTcL60w8ZF9b,130667
0.667,0.397,-10.929,0.0453,0.868,0.00615,0.0786,0.899,167.825,50wl4ceK1FASG2rGkkp2fT,158760
0.666,0.706,-6.556,0.144,0.483,0.734,0.162,0.854,168.964,2k39ES8EcOY3IeEOzsdAb4,156720
0.781,0.481,-7.879,0.054,0.212,0.0,0.181,0.597,71.283,0Hu8gNKjd1WJRY3BFp8Vf7,152040
0.795,0.519,-9.514,0.0357,0.137,0.808,0.126,0.945,154.948,3X6b40Xr4zxbyLatxilx6T,149453
0.864,0.528,-8.645,0.106,0.376,0.776,0.31,0.81,121.753,1lUhuX9dXk4U1xSsx4p74z,183577
0.816,0.523,-9.937,0.0586,0.618,0.411,0.0681,0.949,125.723,04cCYxaUC2LObYVTGlRYBX,163538
0.903,0.696,-6.896,0.13,0.729,0.728,0.0545,0.902,106.268,1TnIDb52hYg5P5kHLUyTqX,175000
0.655,0.675,-9.352,0.0599,0.272,0.0236,0.727,0.587,77.589,423hwXFgoN8RYmqLoLuVvY,427800
0.824,0.366,-10.96,0.145,0.039,0.106,0.0403,0.895,73.949,4DQttwipnILl88cru3BRZx,249533
0.399,0.212,-16.03,0.0747,0.7,0.000434,0.116,0.149,137.76,1dZxI6OuzwJ283y3gOU1Kq,164067
0.707,0.716,-8.962,0.0879,0.057,4.25e-06,0.36,0.966,154.118,0czsQ1YOT71kdVfyFoTy3U,222600
0.671,0.256,-10.743,0.0387,0.608,0.0,0.0737,0.694,115.871,26PwuMotZqcczKLHi4Htz3,233560
0.831,0.65,-4.508,0.0601,0.155,0.262,0.105,0.826,101.681,7LOAChK8Lkj8ZdF1LuhNWP,152867
0.888,0.521,-6.845,0.306,0.229,0.0,0.0794,0.962,143.879,4SNxXAQ8QMlxLhYVX7nuoE,154333
0.681,0.713,-6.736,0.105,0.0624,0.0,0.0565,0.893,73.618,5Me6F9y6iArvYxyuP30m14,290627
0.73,0.584,-7.441,0.0486,0.0238,0.0798,0.107,0.414,83.769,50QPOvKYebMWt8EBckwSyl,218680
0.913,0.427,-15.221,0.114,0.0275,1.66e-06,0.0767,0.804,118.028,54cMaPPTAoC57ZgnMTJKHM,322000
0.7,0.473,-9.893,0.0687,0.129,0.000891,0.0452,0.578,91.558,30ELPvO4DH57Rq2kgj7a8e,207000
0.586,0.663,-6.547,0.0825,0.161,0.0,0.198,0.693,170.743,4abVwdCy5QUcyI3KS2lMJK,217200
0.811,0.428,-10.728,0.221,0.0122,0.317,0.344,0.653,80.962,0INtJm8gCJKtNaAYQNVlpZ,277893
0.722,0.605,-6.07,0.153,0.825,0.0178,0.248,0.709,165.998,7ixiCZEHWHc8FxaQXQh2P4,196507
0.789,0.41,-10.662,0.0513,0.188,0.0,0.0855,0.931,146.439,18GLelA5vVdzd9X7WGPmJ8,155987
0.704,0.597,-8.192,0.037,0.686,0.000273,0.303,0.932,78.349,2YmuRtJSxhPRdslwoqBgE1,196280
0.863,0.457,-11.445,0.0601,0.0105,0.000774,0.0978,0.382,73.724,70idjVtmzhvE1tXgHYEF2y,230040
0.792,0.256,-12.525,0.191,0.229,0.548,0.35,0.563,87.774,44L7aDHaRzb9pMWEZjSH8u,177000
0.818,0.475,-11.088,0.17,0.367,9.14e-06,0.0524,0.724,78.496,5xMGVCPC8fptCrhBGqeFxa,181394
0.75,0.474,-10.641,0.243,0.0497,0.0013,0.0896,0.425,164.889,4czopM9AcLjrH4IunzRoBg,387307
0.87,0.299,-13.409,0.248,0.122,0.0514,0.0926,0.933,75.895,4llIZen1Cn4mi3DJm2Lqlz,317360
0.772,0.46,-11.489,0.327,0.0279,2.21e-05,0.0633,0.8,78.786,58Zt987fK6gWxtO0MwEzPn,256240
0.79,0.442,-14.09,0.0873,0.392,0.0,0.639,0.965,150.137,4qsHN0A1uiS4stUbDjlUbe,204223
0.895,0.571,-8.636,0.0501,0.208,0.0,0.0781,0.933,128.171,1Pao4DTLMB4gJPTnqmLgSQ,158893
0.883,0.733,-9.153,0.128,0.161,0.00026,0.334,0.947,95.103,1HGyhNaRUFEDBiVLbvtbL6,245000
0.781,0.722,-8.376,0.0667,0.236,0.000398,0.077,0.533,87.858,0qeKzbUsW0V4ZWRJrHNiD3,229375
0.73,0.561,-12.851,0.203,0.0361,0.0473,0.0493,0.691,80.892,6r9KZ2g5dXZXXLF6vOHnet,231733
0.717,0.719,-3.166,0.0995,0.199,2.62e-06,0.195,0.766,84.623,1nsEptcDye2MUjMJQ1N5Rh,259400
0.802,0.648,-9.228,0.184,0.35,3.99e-05,0.06,0.685,96.853,71zvW0WZ0bap9gphp7Jhgp,280600
0.932,0.359,-12.958,0.0944,0.0597,0.0,0.136,0.906,127.153,2XsW8N3mMRD5blv4KGNHq6,244110
0.737,0.504,-12.201,0.238,0.0143,0.0,0.0543,0.825,130.56,1ViW8CWCiUff8iwlSpeI1r,215027
0.833,0.502,-10.03,0.0996,0.607,0.0,0.109,0.877,130.144,57m9RMS9WpcWZFkMiP3yPV,273373
0.701,0.784,-7.212,0.204,0.128,0.0,0.0713,0.712,145.249,605ZHoLZx7PtQ8fXgvN10K,278872
0.842,0.562,-10.911,0.0995,0.0178,0.0263,0.0798,0.725,131.288,0Qb8jMMKrJiq21YnT6EfeZ,311293
0.825,0.62,-6.083,0.211,0.183,0.0,0.0822,0.744,150.243,6KGggJ08SRmMuJojRYM4Lv,206307
0.787,0.728,-7.705,0.218,0.0124,0.0,0.157,0.94,173.026,1SssFw74DdHVjRa6ADggdD,227067
0.865,0.549,-10.083,0.244,0.0845,0.156,0.081,0.616,142.8,1yxQwMLJIn5oBTOLl38GLL,233300
0.855,0.602,-7.289,0.0595,0.376,0.0,0.167,0.81,77.514,7578oiL9J6tFHXEjfCXFAS,235373
0.826,0.508,-8.713,0.0798,0.148,0.0,0.124,0.91,81.564,1YjBJlLZh4wwnfYZCr3jrE,247800
0.888,0.562,-6.684,0.0516,0.197,1.26e-05,0.077,0.842,126.792,4g4BE9VeeQwPOvQ5sJTpj2,225080
0.452,0.433,-9.189,0.0291,0.241,0.0,0.472,0.832,96.285,7056gVvC7P3PpltHgippd2,161973
0.704,0.861,-4.221,0.0493,0.587,0.0615,0.0992,0.636,128.99,3u5N55tHf7hXATSQrjBh2q,213394
0.613,0.697,-8.618,0.133,0.0194,0.0,0.332,0.476,122.746,0DiWol3AO6WpXZgp0goxAV,320357
0.671,0.882,-6.149,0.0552,0.00181,0.667,0.285,0.787,136.955,5XVjNRubJUW0iPhhSWpLCj,214883
0.638,0.877,-4.449,0.0302,0.0771,0.0221,0.364,0.743,139.052,52LJ3hyknOijCrE5gCD0rE,242053
0.597,0.837,-6.518,0.375,0.00427,0.00115,0.839,0.447,126.342,1xNcBAoUw8Hz6LqK2jt4Ff,171360
0.604,0.755,-10.761,0.0337,0.000298,0.817,0.0625,0.387,137.064,4wtR6HB3XekEengMX17cpc,243267
0.729,0.662,-7.191,0.337,0.00128,0.208,0.305,0.359,124.149,1mv4lh1rW1K6xhxhJmEezy,260907
0.762,0.754,-3.425,0.046,0.00022,0.0665,0.146,0.715,129.026,4LjfIjS8iweFCPdKxLnEoV,151983
0.793,0.5,-13.108,0.0319,0.028,1.96e-05,0.186,0.833,123.017,1EWsVHU4FNAdtN4R8FETag,243160
0.956,0.795,-5.311,0.15,0.00356,0.889,0.0906,0.841,121.294,1pKYYY0dkg23sQQXi0Q5zN,429533
0.605,0.874,-4.949,0.0295,0.000563,0.812,0.112,0.836,125.99,0F2BxpbxH8Yc3pLub48hrb,157432
0.793,0.698,-3.626,0.104,0.163,0.145,0.0745,0.339,130.017,1n7omixiROWs5q6xpWiQuL,285571
0.621,0.923,-3.124,0.0321,0.00645,7.28e-05,0.108,0.716,127.973,4LiJE6pqgsTX3FtukW6bNh,256213
0.753,0.835,-4.631,0.0533,0.000842,8.74e-05,0.13,0.669,123.943,2SCP5oOX5OSp5RT83h2rs0,207067
0.632,0.92,-4.976,0.0531,0.119,0.508,0.114,0.363,127.001,7kXmJwrZGIhDaLT9sNo3ut,290493
0.571,0.953,-5.601,0.0548,0.0011,0.000606,0.226,0.601,137.965,72SpPFrMYCXLB3Fbw9tEgf,233600
0.672,0.941,-6.427,0.0494,0.0276,0.926,0.149,0.754,130.218,1CgbwsrNDlFrRuk2ebQ7zr,193880
0.817,0.716,-8.898,0.144,0.0427,0.00263,0.358,0.692,123.474,5W3cjX2J3tjhG8zb6u0qHn,224693
0.578,0.857,-3.78,0.041,0.00548,0.00162,0.0948,0.188,126.979,1PAYgOjp1c9rrZ2kVQg2vN,195467
0.773,0.813,-4.609,0.0797,0.0331,3.77e-05,0.192,0.707,127.93,2MGRnjJc7C0z3EOEWRqcMw,199387
0.716,0.757,-5.438,0.0329,0.0258,0.00392,0.16,0.877,139.986,5Yaw45Q7W0irDbTVN5LOVs,178614
0.671,0.805,-3.232,0.081,0.0134,0.0547,0.237,0.866,132.051,0vBpyfpW2lARGh3AZFtWRi,203920
0.829,0.965,-11.498,0.0598,0.227,0.000122,0.466,0.729,127.999,7lMIJ4EFWRVoAIPDpeGyM3,219618
0.803,0.885,-3.664,0.049,0.0732,0.312,0.0503,0.654,127.985,1TtteYFQeZfSU8AmfIAOvu,224531
0.626,0.933,-7.681,0.0516,0.000165,0.00621,0.0636,0.291,128.078,7pGboneNRAZ5zwT7M3WayC,181947
0.604,0.939,-7.49,0.0544,0.0102,0.698,0.0723,0.205,139.975,3Q2M6sNKDwoqZGBvwdFqZr,443427
0.266,0.95,-5.646,0.05,0.00212,0.000991,0.0922,0.158,127.986,6A8llSO9QFF4djCCmuCrNu,227880
0.751,0.641,-6.967,0.0461,0.0299,0.0626,0.0557,0.965,129.993,6ouTGbETM7ZdID1eMXZJde,281080
0.808,0.982,-6.588,0.0311,0.0585,0.00689,0.35,0.961,124.999,4fazGt0v2v2zkzddQOcDZD,228140
0.709,0.687,-10.462,0.0519,0.000893,0.000151,0.092,0.765,114.717,6b9hm8mvZ2KH7Fl7LLA5ct,214379
0.617,0.79,-6.983,0.0365,0.00212,0.0455,0.159,0.267,138.001,0EcH1iItB5rVIZaaiQMbsG,190427
0.577,0.729,-14.376,0.0319,0.0953,0.928,0.184,0.177,126.988,5xcunlfaZvD9BDQsLONI7A,567107
0.727,0.889,-3.277,0.093,0.0809,3.42e-05,0.198,0.656,127.011,6yeO8fapOJGqL8Hr0Da2l3,401360
0.675,0.862,-4.614,0.0253,0.0165,0.000427,0.169,0.498,129.967,77FULy278MulVvGWS8BfK7,191000
0.714,0.642,-10.241,0.0868,0.00251,0.887,0.186,0.102,137.834,4dFsZLGVr40S9veNWXBCoe,177027
0.631,0.912,-7.591,0.0362,0.0346,0.539,0.0729,0.329,138.043,0P2sfcfRD0lWw4b8eXegmR,216360
0.675,0.868,-9.118,0.0572,4.82e-05,0.909,0.0875,0.539,125.843,0e8C9dPERvvARURkNOFrrC,217240
0.711,0.937,-5.314,0.0351,0.146,0.763,0.324,0.57,134.21,0ygoI3HcoGScxt879A23Uk,221160
0.672,0.592,-7.189,0.0311,0.158,0.00346,0.113,0.489,127.974,62h4GYm6aTqS0dsfJtKYIX,283040
0.682,0.93,-4.036,0.0846,0.000125,0.0123,0.0481,0.46,127.867,0TBaFEx7WENZgqLXWErD0b,219947
0.699,0.737,-6.724,0.0368,0.00385,0.000471,0.0392,0.543,124.981,77w8cBOdasP7aNcPD9Dec8,239213
0.588,0.749,-7.621,0.035,0.0264,0.0,0.139,0.248,129.959,5bJ3imTI0ErWNsFWEgi5F8,208027
0.8,0.64,-9.428,0.0637,0.000701,0.801,0.277,0.0938,125.008,1Hi9I8Qwt1ADYYlzDge3Np,326835
0.721,0.794,-6.134,0.132,0.0195,0.00013,0.283,0.562,103.211,6A4Kuy7JL0Znab3Skgloiv,228493
0.693,0.665,-8.111,0.0255,0.00299,0.118,0.347,0.616,130.998,3SbCWIF7UaSewGfGHkFEI2,199320
0.776,0.878,-3.377,0.0304,0.00141,0.000204,0.0574,0.96,130.022,4s3CHmungRHAI5ho2edqXb,211600
0.71,0.757,-10.636,0.0302,0.0352,0.00306,0.138,0.492,127.107,7gWc0QEt2hoIkMv3XxPY1T,213547
0.541,0.931,-9.687,0.0552,0.326,0.129,0.325,0.148,128.584,4RQGig0Vhr4GXmqfklCCyK,189701
0.615,0.913,-5.077,0.0816,0.178,0.0,0.0773,0.45,129.944,6FbGlkHKGkYqpSCuBgurn3,188000
0.607,0.852,-5.106,0.0347,0.0169,0.603,0.364,0.718,127.996,62JXnYxY7u5JVLtpTbnOKw,193530
0.529,0.747,-6.087,0.0344,0.0567,0.00127,0.0957,0.195,128.014,3GhICQNsmPCPgG7RyHAV8q,237293
0.654,0.856,-4.197,0.0586,0.517,0.0,0.128,0.574,129.928,6hL8PxitrG9hSXUmgWkG3N,184846
0.556,0.944,-5.556,0.0296,0.00154,0.0295,0.209,0.341,128.012,595nqFsvxhQ6CO2YG65W2D,253933
0.67,0.945,-6.721,0.0365,0.0228,0.686,0.0572,0.806,135.972,1GMw17BGY1vDWNJ4xVo9V6,199133
0.898,0.593,-6.211,0.0615,0.00616,0.904,0.276,0.419,127.013,2RSxUNaF8EZI3B7guqXAPk,187402
0.579,0.981,-7.433,0.0994,0.00991,3.22e-05,0.515,0.276,142.025,2rVa6UVT2f95l3bGcMGCWQ,218586
0.677,0.687,-8.209,0.0515,0.000197,0.322,0.157,0.315,135.993,23x1l5fneuI3tfw52NftWH,489373
0.658,0.947,-6.922,0.0445,0.252,0.13,0.142,0.412,139.997,2EhlTKxStybQpKktuuanws,199680
0.794,0.901,-4.652,0.0698,0.0251,0.00997,0.139,0.794,123.67,1EYYoG6P9cQdYXG6Nv5mXu,392669
0.501,0.869,-4.103,0.0395,0.00781,0.000308,0.255,0.352,120.859,53SqGkNJAYLss9AgbduTqQ,255187
0.526,0.935,-5.015,0.04,0.000594,0.77,0.925,0.0581,138.048,6aMbSmv99DETtr97inIrJ4,236522
0.678,0.896,-8.017,0.0395,0.00676,0.79,0.664,0.678,126.001,12lTG2CsivVTCJH21qgkVz,501213
0.703,0.848,-5.41,0.0363,0.0143,0.000248,0.358,0.502,138.033,1QfJwbwcWUHheqVo3yRfpd,178495
0.509,0.904,-7.045,0.0405,0.00442,0.843,0.653,0.153,132.009,4LIbYKwuUBMKmqyZZC7XVg,270965
0.574,0.901,-6.49,0.0278,0.000407,0.00079,0.117,0.483,134.987,3GQmTjG7lCwEiujCanfRQI,276000
0.698,0.852,-7.204,0.07,0.000681,0.156,0.0446,0.158,126.02,3RaCcyWwRIdczuefF10UCb,224843
0.662,0.881,-4.202,0.0357,0.0202,0.000825,0.132,0.732,126.986,56kdmEz12GpKkEzxhtHdl7,189388
0.64,0.939,-6.844,0.0463,0.000985,0.483,0.0867,0.311,126.036,4PQCrz4sk00dIEmkwmmJCr,211533
0.648,0.691,-8.917,0.0386,0.00145,0.00441,0.126,0.389,130.014,2WMur8xCATjMHLgpPHdosc,181230
0.774,0.7,-9.332,0.0375,0.000711,0.196,0.0719,0.22,119.98,2jBQYMPjY0UspZAVyYPRUG,581227
0.62,0.832,-9.651,0.0335,3.05e-05,0.438,0.128,0.39,134.959,6SDy0CHEvHB591MeizBrqY,524933
0.708,0.471,-7.667,0.0354,0.0086,0.00839,0.179,0.356,125.019,7nuPjNAEL3qcEUcZre7rJF,220640
0.73,0.719,-13.856,0.0369,0.0546,0.719,0.109,0.144,139.876,1cSOchpDSHvJjtBHLVrxT1,207067
0.398,0.827,-5.41,0.05,0.0473,0.00703,0.682,0.41,127.975,6FrchQ8NDHUI8ucAvz5zha,217500
0.64,0.952,-5.645,0.059,0.000114,0.00276,0.163,0.284,127.941,2YdJ7ZnaXUMZcGe46eCiER,236707
0.698,0.897,-7.583,0.0608,0.0111,0.396,0.671,0.387,126.014,3vVdNuzFHL0hmT8Xq4vbhY,205920
0.83,0.676,-9.153,0.069,0.000457,0.935,0.283,0.602,128.042,4HolTVfZ37wQTg0eO29J3k,187500
0.504,0.77,-9.047,0.0252,7.67e-06,0.798,0.0943,0.694,132.022,1lJUIg0FtOqApq4XPQqjrk,271587
0.555,0.783,-5.593,0.0433,0.00624,0.000501,0.359,0.614,129.954,3gB5UMJqzC8Mt6ZBvGH8sP,200187
0.418,0.724,-8.32,0.0386,0.041,0.0019,0.129,0.526,127.908,35cYPqBXqob7yitjk4Cx3M,235867
0.482,0.831,-4.611,0.117,0.08,0.0,0.121,0.46,128.079,2D7KdXI212C2evy5hh1tI5,221493
0.908,0.931,-5.93,0.174,0.00151,0.798,0.0626,0.265,128.016,3fbGgsysR0OKzsdr20HD4T,393333
0.685,0.615,-8.146,0.0539,0.0852,5.64e-05,0.0838,0.167,125.988,58ma0p0GQqxfbe5vNFraUs,220238
0.689,0.456,-7.558,0.0632,2.73e-05,0.57,0.0823,0.575,129.97,4oNm4AlbUo8XEDayfLxoup,288053
0.781,0.536,-5.228,0.0543,0.00193,0.667,0.0643,0.282,129.997,71kHGcF4NcAqKUopKqdtm7,437538
0.65,0.967,-5.674,0.13,0.0349,0.19,0.779,0.319,127.995,0X7ELV6fLyjynJ3MexWh4X,213173
0.567,0.599,-5.616,0.0305,0.000704,0.000315,0.168,0.366,134.98,3pVwawYlhHg9cLKWpeaN3l,151621
0.556,0.883,-5.046,0.0718,0.000242,0.0252,0.272,0.49,128.109,6ZTdvFWrzZc7CUEaVV0NmO,226480
0.289,0.818,-8.427,0.059,0.0144,0.218,0.0638,0.437,170.565,74rPAWzJdu1g43PtBpTGrf,213547
0.742,0.876,-5.394,0.0641,0.207,0.0,0.338,0.466,128.032,42bWEclg5KT9KUbJYblSR5,228501
0.812,0.696,-11.057,0.0629,0.000151,0.939,0.127,0.331,124.95,67nOnSiH1QRUiYihmLBmwI,384734
0.704,0.807,-7.292,0.0746,0.003,0.00924,0.301,0.588,127.039,0t2xiLKPyfwxpuwmTKaiZ3,210000
0.492,0.773,-5.845,0.0369,0.0022,0.835,0.305,0.197,123.974,2drOnGxH4NvagDjre7GXCd,365080
0.561,0.766,-5.058,0.0478,0.00358,0.000117,0.141,0.28,135.075,65UKBA32AVBzthOGP62D2U,189067
0.753,0.844,-6.053,0.0446,0.0337,0.00467,0.34,0.825,130.022,5yjKR9RIBWixx9Cjz6FUft,186586
0.595,0.833,-6.761,0.034,0.00674,0.868,0.0763,0.554,132.007,3Gm5H7qzEctu0lDt2a4Kdt,181818
0.58,0.92,-5.026,0.0521,0.00263,0.00497,0.327,0.476,135.015,091jue13VJFSl0OAJG6BJH,225400
0.504,0.856,-10.508,0.042,0.000598,0.277,0.121,0.404,134.999,3BBioBvGxikn3mVT2hhrEm,354613
0.736,0.812,-8.153,0.244,0.0118,0.88,0.638,0.379,127.945,7fvkfIQ4AsdNxDd45yR02F,306000
0.741,0.762,-7.005,0.0464,0.0489,0.0146,0.113,0.561,127.976,13qQorfXRk2aktlkK1WUXj,200320
0.521,0.625,-10.073,0.0304,0.000297,0.202,0.19,0.287,128.949,4x5Y9ORUjOQs5JZk2uJ9bN,292160
0.554,0.917,-2.069,0.0523,0.0122,0.0,0.192,0.309,124.964,6bUSZYa1aaVXSk7HFzizTm,173627
0.722,0.835,-7.026,0.0517,0.00352,0.0157,0.679,0.283,128.033,4ggVmEvo9FzExPonRRqqIS,219147
0.683,0.678,-6.756,0.0332,0.0107,2.27e-05,0.822,0.45,126.988,1Dj7hbBEco5ZT0DqY7Q2IV,160627
0.755,0.993,-6.435,0.184,0.0108,0.000311,0.178,0.488,133.947,6vVBwOqsm2qOhL8ewESBBu,168793
0.49,0.955,-3.23,0.371,0.00111,0.063,0.0375,0.368,127.963,2Ug4PnkxcwkcL3fhM0B9Xe,171280
0.657,0.965,-6.998,0.0756,0.0655,0.00254,0.698,0.259,129.977,4brtBQaAKwan97CyLNIG6t,171692
0.798,0.676,-10.455,0.0558,0.0119,0.9,0.094,0.891,129.997,52wJfSCcUt8qFkU0KYvQ4S,438013
0.596,0.809,-7.95,0.0411,0.000914,0.139,0.163,0.468,127.975,31gTL5XTmcI4JCSglW5Sda,251707
0.595,0.733,-7.829,0.0665,0.000229,8.55e-05,0.352,0.39,127.99,7jI6ZgxuIsMniEf31TaeD9,169893
0.787,0.537,-12.531,0.0787,0.0052,0.905,0.455,0.079,128.007,1QSTWEdeiR8UbrMjZVSOq4,180000
0.57,0.921,-5.686,0.0266,0.00796,0.442,0.689,0.607,129.007,6I9eRIQ8ZCNM3VPAqYMgkx,208360
0.822,0.879,-10.105,0.0942,0.185,0.314,0.129,0.332,135.651,1HYiVTgxERP2llm0yFzVNj,371493
0.549,0.735,-4.839,0.0574,0.26,1.84e-05,0.0962,0.471,130.022,7mafch6fDbXB2on5mxijln,205200
0.65,0.867,-3.786,0.0434,0.00441,0.000299,0.163,0.74,130.056,0XJ2Ng4XAxKjzpst5drVdm,211600
0.673,0.939,-5.344,0.0964,0.0218,0.884,0.0821,0.0373,130.738,2rVoUSkbUS0dbKrHkZN2mi,357160
0.665,0.919,-5.428,0.062,0.0425,0.367,0.465,0.153,128.019,7sOtNnr0Qv0WN0oWMj64yF,264375
0.589,0.892,-7.191,0.0389,0.0165,0.0122,0.0769,0.588,128.011,6XWIwu69Yu7BwQJzDajYRY,224987
0.586,0.814,-7.041,0.0396,0.117,0.000497,0.581,0.425,131.008,6k8cUsxbFMNoArTr2M0hEA,223520
0.635,0.876,-4.426,0.0884,0.00184,0.00175,0.439,0.884,128.052,6mMeuIonqBIcuzCGY5Soqe,224640
0.379,0.76,-10.961,0.0378,0.00298,0.0296,0.104,0.491,99.436,73TxYZd0lBCVRrHawrAglA,274088
0.741,0.697,-7.028,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,2LawezPeJhN4AWuSB0GtAU,160133
0.315,0.715,-8.072,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,6Qyc6fS4DsZjB2mRW9DsQs,289533
0.496,0.739,-7.193,0.0415,0.0211,0.00444,0.106,0.378,132.41,4JiEyzf0Md7KEFFGWDDdCr,336000
0.502,0.89,-5.175,0.0364,0.000147,0.0117,0.217,0.259,133.52,57bgtoPSgt236HzfBOd8kj,292880
0.466,0.833,-4.215,0.304,0.0266,0.0,0.0327,0.661,88.785,59WN2psjkt1tyaxjspN8fp,313573
0.445,0.856,-3.674,0.0327,0.000202,0.0101,0.367,0.486,105.872,0NJC0FDCODpPUntRTTQq97,308333
0.577,0.828,-8.691,0.0298,0.00213,0.0114,0.0581,0.604,123.257,5sICkBXVmaCQk5aISGR3x1,331267
0.532,0.887,-3.757,0.0335,0.0778,0.000214,0.294,0.795,122.511,37ZJ0p5Jm13JPevGcx4SkF,249293
0.452,0.524,-10.108,0.0351,0.315,0.0,0.103,0.246,151.505,3ovjw5HZZv43SxTwApooCM,312360
0.429,0.631,-11.514,0.0769,7.85e-05,0.00411,0.175,0.376,162.734,1jzDzZWeSDBg5fhNc3tczV,168440
0.693,0.394,-15.882,0.0428,0.0782,0.000694,0.247,0.721,104.114,4gMgiXfqyzZLMhsksGmbQV,238747
0.454,0.91,-7.766,0.0448,0.0866,0.0996,0.116,0.629,125.116,7o2CTH4ctstm8TNelqjb51,354520
0.574,0.913,-4.793,0.133,0.061,0.00158,0.156,0.423,115.728,2zYzyRzz6pRmhPzyfMEC8s,208400
0.564,0.932,-10.068,0.0554,0.013,0.169,0.349,0.619,112.937,78lgmZwycJ3nzsdgmPPGNx,146250
0.654,0.929,-5.906,0.0998,0.0468,0.0,0.0539,0.902,144.774,6KTv0Z8BmVqM7DPxbGzpVC,168840
0.308,0.747,-5.434,0.037,0.0645,8.27e-05,0.431,0.278,139.454,6beFuzSjwhOKFZp2aqYDdY,356160
0.54,0.584,-9.579,0.0254,0.0108,0.00296,0.253,0.244,139.261,4aYLAF6ckQ5ooGGGM7sWAa,386493
0.548,0.691,-13.553,0.0369,0.015,0.106,0.144,0.667,137.145,4KfSdst7rW39C0sfhArdrz,261933
0.256,0.641,-10.283,0.0552,0.199,0.0329,0.0853,0.382,203.006,11LmqTE2naFULdEP94AUBa,281160
0.332,0.769,-11.503,0.0765,0.00367,0.00413,0.0372,0.525,157.378,0TI8TP4FitVPoEHPTySx48,354774
0.556,0.864,-5.87,0.0584,0.00958,0.0,0.209,0.4,105.143,60a0Rd6pjrkxjPbaKzXjfq,216880
0.389,0.873,-4.768,0.0475,0.00532,0.0055,0.273,0.303,106.767,69QHm3pustz01CJRwdo20z,312293
0.37,0.866,-3.879,0.0384,0.0868,0.0,0.137,0.427,162.086,74irxdVWstNlEQjsvArITq,316693
0.249,0.834,-8.21,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,5EWPGh7jbTNO2wakv8LjUI,547107
0.619,0.67,-10.322,0.0353,0.00165,0.0109,0.331,0.777,129.269,45Ia1U4KtIjAPPU7Wv1Sea,211933
0.421,0.751,-9.584,0.0472,0.2,0.0,0.17,0.789,89.839,6ToM0uwxtPKo9CMpbPGYvM,145867
0.282,0.605,-4.916,0.0294,0.0047,0.00144,0.103,0.0783,103.929,0qlZQGo9f7Ea24PPLnXq2R,403453
0.476,0.717,-9.192,0.0949,0.0382,7.61e-05,0.0818,0.753,93.584,0QwZfbw26QeUoIy82Z2jYp,166267
0.39,0.649,-5.163,0.0345,0.172,0.0,0.216,0.144,121.161,5qlJg0Wbj3sslxfwiaRNpq,299723
0.536,0.901,-7.211,0.0374,0.00145,0.0186,0.06,0.666,87.559,3QZ7uX97s82HFYSmQUAN1D,276880
0.572,0.835,-6.219,0.0317,0.171,0.000377,0.0702,0.795,129.981,7N3PAbqfTjSEU1edb2tY8j,241600
0.459,0.83,-6.254,0.0364,5.15e-05,0.00014,0.206,0.431,155.827,1ZozJfi8u9cO2Ob8KwiwNT,316733
0.422,0.752,-8.682,0.0449,0.0366,0.000119,0.129,0.403,120.471,1ju7EsSGvRybSNEsRvc7qY,356627
0.768,0.852,-6.215,0.038,0.214,7.36e-05,0.0723,0.867,128.373,07q0QVgO56EorrSGHC48y3,271240
